SaleDetailID,SaleID,ProductID,Qty
160063,100671,9,1
160065,100673,9,1
160066,100674,1,2
160067,100675,9,1
160071,100679,1,1
160076,100682,1,1
160079,100685,5,2
160082,100686,54,1
160083,100687,5,1
160086,100689,9,1
160089,100692,9,1
160090,100693,9,2
160091,100694,54,1
160095,100697,1,1
160097,100699,1,4
160102,100703,3,1
160109,100710,1,1
160111,100712,1,3
160113,100713,9,2
160116,100714,9,1
160118,100716,9,2
160120,100717,9,1
160121,100718,1,2
160123,100719,9,2
160124,100720,1,1
160127,100723,5,1
160128,100724,1,1
160133,100727,9,1
160134,100728,3,1
160135,100729,4,4
160138,100731,1,1
160141,100734,1,1
160143,100736,9,1
160144,100736,1,2
160148,100740,1,1
160151,100742,9,1
160152,100743,3,1
160161,100752,9,2
160163,100754,3,2
160165,100756,1,1
160170,100760,9,4.5
160172,100761,1,1
160177,100765,9,2
160179,100767,9,2
160181,100769,5,1
160183,100769,1,3
160187,100772,1,1
160189,100773,1,2
160195,100779,9,1
160198,100782,9,1
160199,100783,1,2
160201,100784,9,1
160208,100787,9,1
160210,100789,9,3
160212,100790,1,1
160217,100795,9,2
160221,100798,3,1.5
160222,100799,1,2
160224,100801,9,1
160228,100804,9,1
160229,100804,9,1
160230,100804,1,2
160231,100805,1,3
160237,100808,9,1
160238,100809,1,1
160239,100810,9,3
160245,100815,1,1
160250,100819,9,1
160251,100820,1,1
160252,100820,4,1
160256,100823,4,1
160257,100823,1,1
160261,100827,9,2
160269,100833,1,2
160270,100834,3,1
160273,100837,9,5
160276,100840,9,1
160283,100844,1,2
160284,100844,54,1
160286,100846,1,1
160287,100847,1,3
160289,100848,1,2
160291,100850,9,2
160293,100852,1,1
160296,100855,54,0.5
160297,100856,54,1
160300,100859,9,1
160301,100860,1,1
160302,100861,1,1
160303,100861,9,1
160304,100862,9,1
160305,100863,4,1
160307,100865,9,1
160308,100866,3,5
160310,100868,1,2
160312,100870,9,2
160313,100871,1,1
160317,100873,5,1
160326,100878,3,1
160332,100883,1,1
160333,100884,1,1
160334,100884,3,2
160338,100886,1,1
160340,100888,54,2
160341,100889,9,1
160342,100889,9,1
160353,100898,4,2
160355,100900,9,1.5
160357,100902,1,2
160358,100903,9,1
160364,100908,4,1
160365,100909,3,1
160367,100911,4,4
160371,100914,9,3
160388,100926,1,1
160389,100927,9,1
160390,100928,9,1
160391,100929,1,3
160393,100930,9,1
160396,100933,9,1
160397,100934,1,1
160398,100934,9,1
160403,100938,3,1
160407,100942,9,1
160409,100944,3,1
160411,100946,1,2
160414,100947,4,1
160421,100953,3,1.5
160424,100956,9,1
160426,100958,9,2
160431,100960,3,1
160433,100962,3,1
160435,100962,1,4
160438,100965,4,3
160443,100966,1,1
160446,100968,3,1
160449,100969,1,1
160453,100972,4,2
160459,100974,54,3
160461,100974,9,1
160466,100976,9,1
160468,100976,54,1
160472,100979,1,1
160474,100980,9,1
160480,100984,3,1
160483,100986,3,2
160486,100988,9,2
160495,100996,9,1
160496,100997,9,1
160499,100999,3,1
160502,101002,1,4
160504,101003,9,1
160505,101004,1,1
160508,101004,9,1
160512,101008,9,1
160515,101010,3,3
160520,101013,3,4
160522,101014,54,1
160525,101016,54,1
160527,101018,4,9
160531,101020,1,1
160533,101022,1,1
160537,101025,9,1
160543,101028,9,1
160551,101033,54,2
160558,101037,1,1
160559,101038,1,1
160562,101040,1,1
160565,101043,3,1
160566,101043,1,2
160569,101044,54,1
160571,101045,9,1
160575,101048,9,5
160576,101049,1,1
160578,101050,9,1
160580,101050,54,4
160581,101050,1,2
160582,101051,9,2
160584,101052,4,1
160587,101053,9,2
160589,101055,1,1
160598,101062,9,1
160602,101065,1,2
160603,101065,9,3
160608,101068,3,1
160609,101068,9,1
160617,101074,1,1
160620,101075,1,1
160621,101076,9,1
160623,101078,3,1
160625,101080,9,1
160628,101083,1,1
160631,101085,1,1
160633,101087,54,1
160637,101089,9,1
160641,101092,1,1
160642,101093,9,1
160644,101095,9,1
160645,101096,4,2
160650,101099,1,1
160652,101101,1,1
160654,101102,9,1
160656,101104,1,1
160659,101107,1,2
160661,101109,9,2
160668,101114,1,1
160674,101119,9,3
160675,101120,9,2
160677,101122,9,1
160678,101123,9,1
160688,101128,4,1
160691,101129,9,1
160693,101129,54,4
160694,101129,3,1
160695,101129,1,2
160697,101130,54,1
160700,101131,1,1
160711,101141,1,1
160713,101143,9,1
160715,101145,4,1
160716,101145,1,1
160723,101150,9,1
160726,101153,9,1
160728,101154,1,3
160731,101155,1,1
160733,101157,9,1
160736,101160,9,2
160737,101161,4,3
160740,101163,9,1
160745,101165,9,1
160749,101167,9,1
160754,101171,1,1
160755,101172,1,1
160756,101172,9,2
160758,101173,3,3
160761,101175,9,2
160762,101176,9,1
160769,101178,1,1
160775,101182,9,1
160777,101183,1,1
160780,101186,9,1
160784,101190,1,1
160788,101193,9,2
160790,101195,9,1
160793,101198,1,1
160794,101199,9,1
160798,101202,9,1
160802,101205,9,1
160806,101207,9,1
160808,101207,54,4
160809,101207,3,1
160810,101207,1,2
160812,101208,9,4
160816,101210,9,1
160818,101211,9,1
160819,101212,1,3
160820,101212,3,1
160822,101213,9,1
160823,101214,9,1.5
160825,101216,1,2
160829,101219,9,1
160830,101220,9,1
160831,101221,3,1
160834,101223,1,2
160841,101228,9,1
160842,101229,9,1
160844,101231,1,2
160845,101232,9,3
160846,101233,4,1
160848,101233,9,1
160851,101236,1,1
160853,101238,4,1
160854,101239,9,1
160857,101241,1,1
160858,101242,1,1
160861,101244,54,1.5
160863,101246,9,1
160865,101248,9,5
160866,101249,1,2
160867,101250,1,1
160868,101251,9,5
160869,101252,9,1
160873,101256,1,1
160875,101258,1,1
160878,101259,54,1
160879,101260,1,1
160881,101261,4,1
160882,101262,3,1
160887,101266,9,1
160890,101267,4,1
160891,101268,9,1
160893,101270,1,1
160896,101271,3,1
160897,101272,4,2
160898,101273,1,2
160899,101273,4,1
160906,101277,1,2
160907,101278,1,1
160911,101281,4,10
160913,101281,1,1
160916,101283,9,1
160919,101286,9,2
160921,101287,3,1
160928,101294,9,1
160929,101295,54,1
160933,101298,1,3
160941,101303,54,1
160945,101307,4,9
160946,101307,1,1
160948,101308,1,1
160950,101309,1,1
160954,101312,9,1
160955,101313,9,1.5
160956,101314,9,1
160959,101317,9,1
160966,101322,1,1
160972,101328,1,1
160980,101333,9,1
160982,101335,1,1
160983,101336,1,1
160986,101339,9,2
160987,101340,1,1
160993,101345,1,1
161000,101350,1,2
161003,101351,9,1
161011,101358,54,1
161017,101360,3,1
161020,101362,1,1
161021,101363,4,1
161023,101363,1,1
161024,101364,9,1
161029,101368,54,1
161030,101369,9,1
161031,101370,9,3
161032,101370,1,1
161034,101371,1,3
161035,101372,54,1
161040,101374,54,1
161042,101376,9,1
161044,101377,1,1
161045,101378,5,1
161046,101379,9,3
161047,101379,1,2
161048,101380,1,1
161049,101380,9,1
161050,101381,1,1
161052,101383,54,3
161056,101385,1,3
161057,101386,1,2
161066,101393,1,2
161069,101394,1,1
161072,101396,9,1
161076,101399,3,2
161080,101401,54,1
161082,101402,9,1
161084,101403,1,1
161086,101404,1,1
161087,101405,54,2
161089,101407,9,1
161091,101408,9,1
161094,101410,1,2
161096,101412,3,4
161100,101415,1,3
161101,101416,9,1
161103,101417,1,1
161107,101420,9,1
161109,101421,1,2
161111,101423,9,2
161115,101425,1,2
161118,101427,9,1
161120,101429,9,4
161121,101430,1,3
161122,101430,9,3
161132,101436,1,1
161133,101437,54,1
161135,101438,1,1
161136,101439,9,2
161139,101441,9,2
161140,101442,1,1
161144,101445,1,1
161146,101447,9,1
161147,101448,1,1
161148,101449,3,1
161150,101450,5,1
161153,101452,4,1
161155,101454,3,2
161156,101455,9,2
161162,101457,54,1
161166,101459,4,3
161171,101462,9,1
161174,101463,9,2
161175,101464,1,1
161178,101466,54,1
161183,101469,9,2
161191,101473,1,2
161192,101474,9,1
161194,101475,1,1
161196,101476,54,1
161199,101476,1,1
161202,101477,9,2
161208,101481,1,1
161211,101483,9,2.5
161213,101485,1,1
161217,101487,9,1
161222,101490,1,1
161223,101490,9,1
161224,101491,3,8
161226,101491,9,4
161227,101492,4,3
161228,101492,3,1
161229,101493,1,1
161237,101497,9,4
161248,101502,9,1
161250,101503,9,1
161255,101507,9,2
161257,101509,9,1
161259,101511,1,1
161260,101512,9,1
161265,101514,1,1
161266,101515,1,1
161270,101518,3,1
161271,101519,9,2
161272,101520,9,1
161274,101521,1,1
161278,101524,54,1
161280,101526,9,1
161283,101528,9,1
161291,101534,1,1
161297,101536,1,3
161299,101537,9,3
161305,101539,1,2
161306,101540,1,1
161315,101547,9,2
161319,101548,9,1
161320,101548,54,1
161323,101549,9,1
161324,101550,9,3
161326,101551,1,1
161327,101552,3,1
161328,101553,1,1
161335,101558,1,2
161336,101559,54,5
161340,101560,54,1.5
161343,101562,1,1
161344,101563,1,1
161345,101564,9,3
161348,101567,9,2
161351,101568,9,1
161352,101568,3,1
161357,101571,9,1
161361,101574,9,1
161363,101575,3,2
161368,101577,9,1
161371,101578,9,1
161377,101581,9,1
161381,101582,54,1.5
161383,101583,3,4
161385,101584,1,1
161389,101586,9,1
161392,101587,5,1
161393,101587,9,1
161394,101587,1,1
161396,101588,1,1
161399,101589,9,1
161400,101590,9,1
161401,101591,9,2
161412,101597,3,1
161416,101600,9,1
161417,101601,1,1
161418,101601,4,1
161419,101602,54,1
161422,101603,9,1
161427,101608,54,1
161433,101610,3,1
161436,101612,1,1
161437,101613,4,1
161439,101613,1,1
161440,101614,9,1
161445,101618,54,1
161446,101619,9,1
161447,101620,9,3
161448,101620,1,1
161450,101621,1,3
161451,101622,54,1
161456,101624,54,1
161458,101626,9,1
161460,101627,1,1
161461,101628,5,1
161462,101629,9,3
161463,101629,1,2
161464,101630,1,1
161465,101630,9,1
161466,101631,1,1
161468,101633,54,3
161472,101635,1,3
161473,101636,1,2
161482,101643,1,2
161485,101644,1,1
161488,101646,9,1
161492,101649,3,2
161496,101651,54,1
161498,101652,9,1
161500,101653,1,1
161502,101654,1,1
161503,101655,54,2
161505,101657,9,1
161507,101658,9,1
161510,101660,1,2
161512,101662,3,4
161516,101665,1,3
161517,101666,9,1
161519,101667,1,1
161523,101670,9,1
161525,101671,1,2
161527,101673,9,2
161531,101675,1,2
161534,101677,9,1
161536,101679,9,4
161537,101680,1,3
161538,101680,9,3
161548,101686,1,1
161549,101687,54,1
161551,101688,1,1
161552,101689,9,2
161555,101691,9,2
161556,101692,1,1
161560,101695,1,1
161562,101697,9,1
161563,101698,1,1
161564,101699,3,1
161566,101700,5,1
161569,101702,4,1
161571,101704,3,2
161572,101705,9,2
161578,101707,54,1
161582,101709,4,3
161587,101712,9,1
161590,101713,9,2
161591,101714,1,1
161594,101716,54,1
161599,101719,9,2
161607,101723,1,2
161608,101724,9,1
161610,101725,1,1
161612,101726,54,1
161615,101726,1,1
161618,101727,9,2
161624,101731,1,1
161627,101733,9,2.5
161629,101735,1,1
161633,101737,9,1
161638,101740,1,1
161639,101740,9,1
161640,101741,3,8
161642,101741,9,4
161643,101742,4,3
161644,101742,3,1
161645,101743,1,1
161653,101747,9,4
161664,101752,9,1
161666,101753,9,1
161671,101757,9,2
161673,101759,9,1
161675,101761,1,1
161676,101762,9,1
161681,101764,1,1
161682,101765,1,1
161686,101768,3,1
161687,101769,9,2
161688,101770,9,1
161690,101771,1,1
161694,101774,54,1
161696,101776,9,1
161699,101778,9,1
161707,101784,1,1
161713,101786,1,3
161715,101787,9,3
161721,101789,1,2
161722,101790,1,1
161731,101797,9,2
161735,101798,9,1
161736,101798,54,1
161739,101799,9,1
161740,101800,9,3
161742,101801,1,1
161743,101802,3,1
161744,101803,1,1
161751,101808,1,2
161752,101809,54,5
161756,101810,54,1.5
161759,101812,1,1
161760,101813,1,1
161761,101814,9,3
161764,101817,9,2
161767,101818,9,1
161768,101818,3,1
161773,101821,9,1
161777,101824,9,1
161779,101825,3,2
161784,101827,9,1
161787,101828,9,1
161793,101831,9,1
161797,101832,54,1.5
161799,101833,3,4
161801,101834,1,1
161805,101836,9,1
161808,101837,5,1
161809,101837,9,1
161810,101837,1,1
161812,101838,1,1
161815,101839,9,1
161816,101840,9,1
161817,101841,9,2
161828,101847,3,1
161832,101850,9,1
161833,101851,1,1
161834,101851,4,1
161835,101852,54,1
161838,101853,9,1
161843,101858,9,1
161856,101867,3,1
161857,101867,1,1
161858,101868,9,1
161859,101869,9,1
161860,101870,1,2
161864,101873,54,2
161868,101875,9,1
161869,101876,9,4
161870,101877,54,1
161871,101878,9,1
161874,101878,54,1
161876,101879,9,1
161879,101879,54,1
161884,101882,3,1
161886,101884,3,2
161888,101885,3,1
161890,101886,3,1
161891,101886,1,1
161894,101889,1,3
161896,101890,9,1
161898,101892,9,1
161900,101893,9,1
161901,101893,3,1
161903,101895,3,1
161904,101895,9,1
161905,101895,1,1
161907,101896,1,3
161910,101897,9,2
161912,101899,5,3
161917,101903,5,2
161921,101905,4,1
161923,101906,9,1
161927,101909,9,2
161928,101910,3,1
161929,101911,1,1
161931,101913,1,3.5
161932,101914,54,1
161934,101916,3,1
161935,101917,4,5
161939,101919,54,1
161941,101921,3,10
161944,101923,9,1
161946,101924,6,1
161949,101927,1,1
161951,101929,54,2
161952,101930,9,1
161955,101932,3,3
161956,101933,1,1
161959,101936,9,1
161961,101938,9,1
161965,101940,9,3
161970,101944,1,2
161971,101945,9,1
161972,101945,3,1
161973,101946,3,1
161986,101957,9,1
161989,101960,9,1.5
161993,101961,54,1
161998,101965,54,1
162006,101969,9,2
162007,101969,1,1
162008,101970,9,1
162011,101972,9,2
162016,101974,3,1
162020,101976,9,1
162022,101976,54,2
162023,101977,9,1
162026,101978,9,1
162027,101979,9,1
162028,101980,1,1
162031,101981,1,1
162032,101982,3,1
162033,101982,1,1
162034,101982,1,3
162037,101983,54,1
162039,101984,4,1
162040,101984,3,1
162041,101984,1,1
162046,101986,54,2
162049,101989,9,1
162050,101989,1,1
162051,101990,4,3
162055,101991,4,1
162056,101991,1,1
162059,101993,1,1
162060,101994,9,1
162064,101997,9,1
162065,101998,1,3
162067,101999,3,1
162070,102001,54,2
162071,102002,1,3
162073,102003,1,1
162075,102005,3,1
162076,102006,1,1
162077,102007,3,1
162080,102007,9,2
162083,102010,1,1
162084,102011,4,1
162086,102013,9,1
162089,102014,9,1
162095,102018,9,1
162099,102022,54,1
162100,102023,9,1
162101,102024,54,4
162103,102025,1,1
162104,102025,9,2
162110,102028,3,1
162111,102028,9,1
162114,102030,9,1
162121,102035,9,1
162128,102041,9,1
162133,102044,4,1
162134,102045,9,1
162136,102047,3,1
162138,102048,3,1
162139,102048,1,1
162141,102049,3,1
162143,102050,9,1
162153,102055,4,2
162155,102057,3,1
162159,102060,54,1
162163,102063,1,3
162164,102064,9,2.5
162165,102065,1,2
162168,102068,9,1
162172,102071,3,2
162178,102077,9,1
162180,102079,9,1
162181,102080,9,2
162193,102091,9,1
162196,102093,1,1
162198,102095,9,1
162201,102096,9,1
162204,102098,54,2
162207,102100,9,1
162209,102101,1,1
162212,102102,1,1
162213,102103,1,1
162214,102103,9,1
162218,102106,3,2
162222,102108,3,4
162225,102110,1,1
162226,102111,1,3
162229,102112,1,2
162230,102113,5,1
162231,102114,3,1
162235,102117,1,1
162237,102119,1,2
162238,102119,3,2
162243,102124,3,1
162251,102129,3,2
162253,102131,9,1
162254,102132,3,1
162256,102133,54,1
162260,102136,9,1
162262,102138,3,1
162265,102138,9,1
162268,102139,1,1
162271,102142,1,3
162273,102143,9,1
162278,102148,1,2
162282,102152,1,2
162286,102155,9,1
162288,102157,9,1
162289,102158,9,1
162292,102160,3,1
162294,102162,9,2
162297,102164,9,2
162300,102167,1,2
162303,102169,9,1
162306,102172,1,1
162307,102172,9,1
162309,102173,1,2
162313,102175,9,5
162315,102176,3,2
162316,102176,9,2.5
162318,102177,9,1
162319,102178,1,1
162322,102181,1,1
162323,102182,3,1
162329,102187,9,2
162330,102188,9,4
162331,102188,1,2
162334,102191,3,1
162336,102192,3,2
162339,102192,9,7
162343,102194,9,1
162344,102195,1,1
162346,102197,1,1
162347,102198,9,1
162352,102202,9,1
162357,102206,1,2.5
162358,102207,1,2.5
162365,102213,4,1
162367,102215,1,1
162368,102215,5,1
162369,102215,9,1
162372,102218,9,2
162379,102224,3,1
162381,102225,1,1
162386,102230,9,1
162395,102238,3,1
162399,102241,9,1
162400,102242,54,1
162401,102243,3,1
162406,102245,9,2
162408,102247,3,1
162410,102249,9,1
162411,102250,1,1
162415,102254,1,1
162417,102255,9,2
162419,102255,9,1
162421,102257,3,1
162422,102258,1,2
162423,102259,1,2
162424,102260,1,3
162425,102261,9,1
162426,102262,9,2
162428,102263,3,1
162429,102264,1,1
162430,102265,1,2
162431,102266,9,1
162432,102267,3,1
162433,102268,1,1
162434,102269,3,1.5
162435,102270,9,1
162439,102273,9,1
162440,102274,9,1
162441,102275,1,2
162444,102277,1,1
162445,102277,1,1
162446,102278,1,4
162448,102279,1,1
162454,102284,3,1
162457,102287,1,1
162458,102288,6,1
162463,102292,1,1.5
162467,102294,5,1
162468,102295,9,2
162472,102299,9,1
162475,102302,1,1
162477,102302,9,1
162479,102304,1,2
162482,102307,9,2
162486,102308,9,1
162492,102309,1,2
162493,102309,9,1
162494,102309,5,1
162500,102313,1,1.5
162501,102314,9,1
162503,102316,1,3
162504,102317,1,4
162510,102320,1,1
162515,102324,4,1
162516,102325,1,1
162517,102325,3,1
162521,102329,1,1
162525,102332,9,1
162530,102334,9,1
162534,102337,9,1
162536,102339,1,1
162537,102339,4,1
162540,102342,1,3
162543,102344,9,1
162548,102345,1,2
162550,102347,3,1
162551,102348,9,2
162552,102349,9,1
162554,102350,5,1
162556,102352,9,1
162558,102354,1,2
162559,102355,9,2
162560,102356,5,2
162561,102356,1,2
162563,102358,3,1
162564,102359,9,3
162567,102361,1,1
162568,102362,54,2
162569,102363,9,1
162570,102363,9,1
162571,102363,1,2
162574,102366,1,1
162580,102370,54,2
162582,102371,9,1
162584,102373,9,10
162585,102374,1,1
162586,102375,1,2
162594,102380,54,1.5
162597,102381,3,1
162598,102382,1,1
162600,102383,3,1
162601,102383,1,1
162602,102383,1,3
162606,102386,3,2
162607,102386,1,1
162608,102387,3,4
162609,102388,9,2
162610,102389,9,2
162611,102390,9,1
162612,102391,1,1
162613,102392,1,1
162616,102395,1,1
162619,102397,3,1
162620,102398,9,1
162621,102399,1,2
162622,102400,3,4
162624,102402,3,1
162625,102403,1,1
162626,102404,9,2
162628,102405,1,1
162629,102406,1,1
162631,102407,1,1
162632,102408,9,1
162634,102410,1,3
162637,102412,1,1
162638,102413,1,1
162639,102414,1,3
162640,102415,9,1
162643,102418,9,1
162644,102419,5,1
162645,102419,54,1
162647,102420,9,1
162649,102422,1,1
162652,102425,9,1
162654,102425,3,1
162658,102427,3,1
162660,102429,1,3
162661,102430,9,1
162666,102433,5,1
162669,102435,54,4
162670,102436,9,1
162672,102438,1,1
162673,102439,1,2
162674,102439,54,1
162677,102440,1,2
162678,102441,9,3
162679,102442,1,3
162682,102445,9,1.5
162684,102447,9,2
162685,102448,1,1
162687,102449,4,2
162688,102449,1,1
162691,102451,9,1
162692,102452,1,1
162694,102452,9,1
162702,102460,9,1
162703,102461,9,1
162705,102463,4,1
162708,102466,1,1
162710,102468,9,1
162711,102469,9,1
162713,102471,3,1
162718,102475,1,2
162719,102476,1,3
162724,102480,1,2
162727,102483,9,1
162728,102484,9,1
162729,102485,9,1
162732,102486,54,2
162735,102488,5,2
162741,102491,54,1
162744,102494,9,1
162747,102497,1,2
162749,102498,1,3
162750,102498,9,1
162752,102500,3,5
162754,102501,1,1
162760,102506,9,1
162763,102509,1,2
162764,102510,5,1
162767,102513,3,1
162768,102514,1,2
162769,102515,1,3
162771,102517,1,2
162772,102518,9,1.5
162776,102519,54,1
162780,102521,3,1
162782,102522,9,1
162786,102525,9,1
162788,102526,9,1
162793,102530,3,2
162794,102530,9,1
162795,102530,1,1
162797,102532,1,2
162801,102536,9,1.5
162805,102540,1,3
162806,102540,3,2
162808,102541,9,1
162814,102546,3,1
162816,102548,1,1
162817,102549,1,1
162820,102550,1,1
162821,102550,54,1
162822,102550,54,1.5
162823,102551,1,1
162824,102551,9,1
162830,102556,9,2
162831,102557,9,1
162834,102560,1,2
162838,102564,4,1
162840,102565,1,1
162842,102566,1,2
162843,102567,9,2
162844,102568,1,2
162845,102568,5,1
162849,102571,1,1.5
162852,102574,5,2
162857,102575,1,1
162859,102576,9,1
162863,102576,54,4
162864,102576,1,3
162867,102578,4,1
162870,102580,9,2
162871,102580,9,1
162872,102581,9,1
162876,102583,1,1
162877,102584,4,1
162882,102589,9,1
162885,102591,3,9
162887,102592,1,1
162889,102592,3,1
162894,102596,9,1
162898,102598,9,1
162900,102600,9,1
162908,102604,54,2
162911,102605,9,1
162912,102606,9,2
162915,102607,9,1
162916,102608,9,3
162917,102608,1,1
162918,102609,9,1
162923,102611,1,1
162926,102612,54,1
162929,102614,1,1
162931,102616,9,1
162932,102617,9,1
162933,102617,1,1
162943,102622,1,1
162944,102622,9,1
162946,102623,1,3
162947,102623,9,3
162952,102626,9,1
162953,102627,1,1
162959,102630,1,1
162960,102631,9,1
162961,102631,3,1
162962,102631,1,1
162964,102632,1,3
162973,102637,1,1
162975,102638,1,1
162978,102641,9,1
162981,102643,3,1
162983,102645,9,1
162986,102646,1,3
162987,102646,9,3
162989,102647,1,1
162990,102648,1,1
162991,102649,3,1
162994,102651,9,1
162999,102652,9,1
163010,102659,54,1
163014,102661,1,3
163015,102662,9,1
163016,102663,9,3
163025,102666,9,2
163027,102668,1,1
163031,102669,9,1
163034,102671,9,1
163039,102672,9,1
163045,102676,1,1
163047,102677,9,1
163051,102679,9,1
163054,102680,9,2
163059,102684,9,1
163063,102687,9,1
163064,102688,9,1
163066,102689,9,1
163069,102691,1,1
163070,102692,3,1
163073,102693,54,1
163074,102694,9,1
163079,102697,1,1
163080,102697,9,1
163084,102700,9,1
163086,102702,9,1
163087,102703,9,1
163089,102705,1,1
163095,102707,54,3
163099,102710,9,2
163105,102712,3,1
163108,102714,1,1
163109,102715,9,2
163110,102716,9,1
163114,102720,4,6
163116,102720,9,4
163117,102720,3,5
163121,102720,1,1
163124,102721,54,2
163126,102722,1,1
163127,102723,54,2
163128,102724,54,1
163130,102724,1,1
163131,102724,4,1
163133,102725,1,1
163137,102728,9,1
163138,102729,3,6
163140,102730,9,1
163141,102730,54,1
163146,102733,3,1
163148,102734,9,2
163149,102735,9,3
163151,102736,9,1
163153,102737,3,1
163157,102739,1,1
163160,102739,9,1
163162,102740,54,2
163163,102741,5,2
163164,102742,9,1
163166,102744,9,1
163167,102745,9,1.5
163170,102746,1,1
163172,102747,9,1
163174,102748,54,1
163178,102750,9,2
163183,102752,1,1
163189,102755,1,2
163190,102756,9,2
163192,102758,1,1
163193,102758,9,3
163194,102759,1,1
163199,102761,3,1
163201,102763,54,2
163204,102765,9,1
163206,102767,1,1
163210,102768,54,1
163214,102770,9,2
163217,102771,9,4
163219,102771,54,1
163221,102771,1,1
163224,102772,9,1
163226,102773,9,1
163228,102774,54,1
163231,102775,54,1
163233,102776,3,2
163238,102779,54,1
163239,102780,9,2
163241,102782,1,2
163242,102782,1,1
163246,102784,9,2.5
163247,102785,54,4
163253,102789,9,1
163255,102791,9,1
163259,102793,54,1
163262,102793,9,1
163265,102794,9,1
163268,102796,9,2
163274,102801,1,4
163277,102803,3,2
195018,122882,1,2
195022,122884,1,1
195030,122889,3,1
195031,122889,3,2
195039,122894,9,1
195045,122895,9,1
195048,122897,54,1
195049,122897,9,1
195054,122898,9,1
195055,122899,9,1
195062,122901,54,2
195065,122903,9,1
195066,122904,9,1
195072,122907,9,2
195079,122909,1,1
195082,122911,9,2
195085,122913,9,1
195086,122914,1,1
195090,122917,9,1
195091,122917,54,1
195100,122920,54,5
195102,122921,3,1
195103,122922,9,1
195105,122924,3,3
195106,122925,54,1
195107,122925,9,1.5
195110,122926,9,1
195114,122928,9,1
195115,122929,1,1
195117,122930,1,1
195120,122933,9,1
195121,122933,9,2
195124,122935,1,1
195125,122936,1,1
195127,122936,54,1
195128,122937,9,1
195132,122938,3,1
195133,122939,9,1
195135,122940,1,1.5
195136,122941,9,1
195138,122942,9,1
195142,122943,9,1
195144,122944,9,2
195149,122947,1,2
195151,122949,9,2
195158,122953,9,1
195164,122956,9,1.5
195166,122958,9,1
195167,122959,9,2
195168,122960,9,1
195172,122962,1,2
195173,122963,54,1
195174,122964,9,1
195178,122967,9,1
195180,122968,9,2
195181,122969,3,2
195185,122970,54,1
195188,122972,1,2
195192,122976,3,2
195195,122977,54,2
195196,122978,3,1
195197,122978,9,1
195204,122983,9,1
195205,122984,3,2
195209,122987,9,1
195210,122988,3,1
195213,122990,3,1
195216,122992,9,1
195217,122992,54,1
195223,122996,9,1
195224,122997,9,1
195227,123000,9,2
195230,123002,9,1
195232,123003,1,1
195234,123003,9,4
195239,123006,9,4
195240,123006,54,1
195242,123006,3,1
195243,123007,1,1
195245,123008,4,2
195246,123008,9,2
195248,123008,1,1
195253,123010,9,1
195254,123011,4,2
195258,123013,1,1
195264,123016,3,1
195265,123016,9,1
195268,123017,54,5
195270,123019,9,1
195275,123022,9,1
195276,123023,9,1
195281,123027,9,1
195286,123030,9,1
195287,123031,1,1
195288,123031,54,1
195290,123033,9,2
195292,123034,1,1
195295,123035,9,1
195297,123036,9,1
195299,123037,54,1
195300,123038,9,1
195302,123040,9,1
195306,123043,3,1
195307,123043,9,1
195311,123046,9,1
195312,123047,54,1
195314,123049,9,1
195315,123050,54,1
195318,123052,3,1
195320,123053,3,2
195324,123054,9,1
195325,123054,9,1
195326,123055,1,3
195331,123057,9,1
195333,123059,9,1
195335,123060,4,1
195337,123061,1,1
195343,123063,1,1
195346,123066,3,1
195347,123067,9,1
195348,123068,9,2
195354,123072,54,2
195356,123072,3,1
195357,123073,9,1
195358,123074,9,1
195360,123075,1,1
195361,123075,9,1
195367,123077,9,1
195370,123078,54,1
195373,123081,9,2
195376,123083,9,2
195377,123083,9,1
195381,123085,9,1
195382,123086,9,1
195384,123086,1,2
195387,123089,9,2
195388,123090,9,1
195396,123095,54,2
195397,123095,1,2
195399,123096,9,1
195402,123099,9,1
195404,123101,9,1
195405,123102,9,2
195407,123103,9,1
195411,123104,9,1
195412,123105,9,1
195414,123107,9,1
195415,123108,9,2
195418,123109,9,1
195423,123111,9,1
195428,123113,1,1
195430,123114,3,3
195431,123115,1,2
195432,123116,3,1
195433,123116,4,1
195434,123116,3,1
195436,123118,54,1
195437,123119,4,3
195445,123124,3,1
195446,123124,9,2
195451,123126,9,4
195453,123127,9,1
195458,123131,3,3
195461,123131,9,1
195463,123132,1,1
195464,123133,1,1
195466,123133,3,1
195467,123134,9,1
195469,123134,3,1
195471,123135,3,3
195475,123137,1,15
195479,123137,54,3
195481,123139,9,1
195484,123141,9,1
195487,123142,3,10
195491,123146,1,1
195495,123149,1,1
195496,123149,3,1
195500,123152,9,1
195503,123155,3,1
195505,123156,9,1
195506,123157,9,1
195509,123159,9,1
195515,123162,9,1
195517,123163,9,1
195519,123165,9,2
195524,123170,3,1
195525,123171,9,2.5
195528,123172,9,1
195530,123174,3,5
195531,123175,1,4
195534,123176,9,1
195541,123179,9,1
195542,123180,9,2
195546,123183,54,1
195554,123186,1,1
195558,123189,9,1
195567,123193,54,1
195568,123193,54,1.5
195572,123197,9,1
195573,123198,1,1
195574,123198,1,3
195575,123198,3,1
195577,123199,9,1
195581,123202,3,3
195582,123203,9,1
195583,123204,9,1
195588,123206,1,2
195590,123208,9,1
195591,123209,3,3
195595,123211,9,2
195597,123211,54,1
